X,Y,acceptedSc,decimalLon,decimalLat,stateProvi,icon_url
73.823716,17.720831,"""Ceropegia evansii Mc Cann""",73.823716000000005,17.720831000000000,"""Maharashtra""",./0.png
74.063773,17.611793,"""Ceropegia hirsuta Wight & Arn.""",74.063772999999998,17.611792999999999,"""Maharashtra""",./0.png
73.409076,18.755724,"""Ceropegia lawii Hook.f.""",73.409075999999999,18.755724000000001,"""Maharashtra""",./0.png
73.755878,18.366277,"""Ceropegia lawii Hook.f.""",73.755877999999996,18.366277000000000,"""Maharashtra""",./0.png
73.755878,18.366277,"""Ceropegia oculata Hook.""",73.755877999999996,18.366277000000000,"""Maharashtra""",./0.png
73.01668,19.190856,"""Ceropegia vincifolia Hook.""",73.016679999999994,19.190856000000000,"""Maharashtra""",./0.png
73.719261,18.107813,"""Ceropegia lawii Hook.f.""",73.719261000000003,18.107813000000000,"""Maharashtra""",./0.png
73.524035,19.158687,"""Ceropegia lawii Hook.f.""",73.524034999999998,19.158687000000000,"""Maharashtra""",./0.png
73.013778,19.163355,"""Ceropegia attenuata Hook.""",73.013778000000002,19.163354999999999,"""Maharashtra""",./0.png
73.969536,18.276569,"""Ceropegia media (Huber) M.Y.Ansari""",73.969536000000005,18.276568999999999,"""Maharashtra""",./0.png
73.764647,18.366597,"""Ceropegia oculata Hook.""",73.764646999999997,18.366596999999999,"""Maharashtra""",./0.png
73.750725,18.356503,"""Ceropegia oculata Hook.""",73.750725000000003,18.356503000000000,,./0.png
74.063774,17.611794,"""Ceropegia hirsuta Wight & Arn.""",74.063773999999995,17.611794000000000,,./0.png
73.974129,18.279062,"""Ceropegia oculata Hook.""",73.974129000000005,18.279062000000000,,./0.png
73.583333,19.95,"""Ceropegia attenuata Hook.""",73.583332999999996,19.949999999999999,"""Maharashtra""",./0.png
69.7234,21.7203,"""Ceropegia bulbosa Roxb.""",69.723399999999998,21.720300000000002,"""Gujarat""",./0.png
69.7264,21.7172,"""Ceropegia bulbosa Roxb.""",69.726399999999998,21.717199999999998,"""Gujarat""",./0.png
76.456118,12.16717,"""Ceropegia hirsuta Wight & Arn.""",76.456118000000004,12.167170000000000,"""Karnataka""",./0.png
73.459242,18.475911,"""Ceropegia santapaui Wadhwa & Ansari""",73.459242000000003,18.475911000000000,"""Maharashtra""",./0.png
73.583336,19.950001,"""Ceropegia attenuata Hook.""",73.583336000000003,19.950001000000000,,./0.png
73.591802,19.939285,"""Ceropegia lawii Hook.f.""",73.591802000000001,19.939285000000002,"""Maharashtra""",./0.png
73.522425,19.158331,"""Ceropegia lawii Hook.f.""",73.522424999999998,19.158331000000000,"""Maharashtra""",./0.png
73.021341,19.186418,"""Ceropegia vincifolia Hook.""",73.021341000000007,19.186418000000000,"""Maharashtra""",./0.png
73.969536,18.276569,"""Ceropegia oculata Hook.""",73.969536000000005,18.276568999999999,"""Maharashtra""",./0.png
73.02289,19.176082,"""Ceropegia vincifolia Hook.""",73.022890000000004,19.176082000000001,"""Maharashtra""",./0.png
73.57,19.92,"""Ceropegia attenuata Hook.""",73.569999999999993,19.920000000000002,"""Maharashtra""",./0.png
73.686633,19.297575,"""Ceropegia lawii Hook.f.""",73.686633000000000,19.297574999999998,"""Maharashtra""",./0.png
75.872245,17.826654,"""Ceropegia adscendens var. fimbriata (Wallich) Bruyns""",75.872245000000007,17.826654000000001,"""Maharashtra""",./0.png
72.906792,19.221035,"""Ceropegia attenuata Hook.""",72.906791999999996,19.221035000000001,,./0.png
73.823716,17.720831,"""Ceropegia jainii Ansari & B.G.Kulk.""",73.823716000000005,17.720831000000000,"""Maharashtra""",./0.png
76.815691,10.447006,"""Ceropegia juncea Roxb.""",76.815691000000001,10.447006000000000,"""Kerala""",./0.png
73.3027,19.00213,"""Ceropegia attenuata Hook.""",73.302700000000002,19.002130000000001,"""Maharashtra""",./0.png
73.3027,19.00213,"""Ceropegia vincifolia Hook.""",73.302700000000002,19.002130000000001,"""Maharashtra""",./0.png
73.271179,18.988659,"""Ceropegia attenuata Hook.""",73.271179000000004,18.988658999999998,"""Maharashtra""",./0.png
73.823716,17.720831,"""Ceropegia vincifolia Hook.""",73.823716000000005,17.720831000000000,"""Maharashtra""",./0.png
95.734237,27.130586,"""Ceropegia lucida Wall.""",95.734236999999993,27.130586000000001,"""Arunachal Pradesh""",./0.png
77.157144,11.987909,"""Ceropegia umbellata (Haw.) Bruyns""",77.157144000000002,11.987909000000000,"""Karnataka""",./0.png
73.96954,17.585975,"""Ceropegia noorjahaniae M.A.Ansari""",73.969539999999995,17.585975000000001,"""Maharashtra""",./0.png
96.535149,27.444916,"""Ceropegia lucida Wall.""",96.535149000000004,27.444915999999999,,./0.png
73.98333,17.68333,"""Ceropegia jainii Ansari & B.G.Kulk.""",73.983329999999995,17.683330000000002,"""Maharashtra""",./0.png
76.678005,12.274199,"""Ceropegia umbellata (Haw.) Bruyns""",76.678004999999999,12.274198999999999,"""Karnataka""",./0.png
77.55,11.07,"""Ceropegia umbellata (Haw.) Bruyns""",77.549999999999997,11.070000000000000,,./0.png
78.047337,30.470951,"""Ceropegia wallichii Wight""",78.047336999999999,30.470950999999999,"""Uttarakhand""",./0.png
78,10,"""Ceropegia sarkariae (Lavranos & R.Frandsen) Bruyns""",78.000000000000000,10.000000000000000,"""Tamil Nadu""",./0.png
77,20,"""Ceropegia santapaui Wadhwa & Ansari""",77.000000000000000,20.000000000000000,,./0.png
79.616202,22.883478,"""Ceropegia candelabrum L.""",79.616202000000001,22.883478000000000,,./0.png
79.61611,22.88361,"""Ceropegia elegans Wall.""",79.616110000000006,22.883610000000001,,./0.png
77.1,20.2,"""Ceropegia juncea Roxb.""",77.099999999999994,20.199999999999999,,./0.png
76.7283,11.4225,"""Ceropegia decaisneana Wight""",76.728300000000004,11.422499999999999,,./0.png
79.616202,22.883478,"""Ceropegia salicifolia H.Huber""",79.616202000000001,22.883478000000000,,./0.png
79.616202,22.883478,"""Ceropegia ensifolia Bedd.""",79.616202000000001,22.883478000000000,,./0.png
76.7283,11.4225,"""Ceropegia decaisneana Wight""",76.728300000000004,11.422499999999999,"""Tamil Nadu""",./0.png
79.61711,22.891,"""Ceropegia hirsuta Wight & Arn.""",79.617109999999997,22.890999999999998,,./0.png
79.62611,22.89361,"""Ceropegia elegans Wall.""",79.626109999999997,22.893609999999999,,./0.png
79.63611,22.9361,"""Ceropegia juncea Roxb.""",79.636110000000002,22.936100000000000,,./0.png
88.46361,27.55361,"""Ceropegia hookeri C.B.Clarke ex Hook.f.""",88.463610000000003,27.553609999999999,,./0.png
79.61611,22.88361,"""Ceropegia ciliata Wight""",79.616110000000006,22.883610000000001,,./0.png
77.211,20.0785,"""Ceropegia pusilla Wight & Arn.""",77.210999999999999,20.078499999999998,,./0.png
91.633333,25.583333,"""Ceropegia juncea Roxb.""",91.633332999999993,25.583333000000000,,./0.png
77.2134,20.0685,"""Ceropegia ciliata Wight""",77.213399999999993,20.068500000000000,,./0.png
